fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.476088898558255,0.9002595489803864,0.031696001740485966,2.6691378145213704,0.07771733304325235,16.29564440576698,25.760888985582554,0.9946763946834913,3.526607996519028,0.5394346660865047,11.164782220288348,4
6.529269411016575,0.6747817403385636,0.08224383533900552,3.4346301203403313,0.10697059303394474,13.482922355933702,31.0,0.9962829223559337,3.5025853882203313,0.6079506827120442,11.10341552881326,4
8.750169171111178,0.6164780077555468,0.2960135336888942,2.7302368395556487,0.08760135336888941,16.402030053334133,45.701015026667065,0.9976,3.264983082888882,0.5119932331555529,9.290033834222235,4
5.78501141766894,0.6708781398589585,0.02074942911655299,1.6850114176689401,0.07383295274436866,6.0,13.0,0.9954918649222174,3.6384153346052903,0.6169164763721843,10.069164763721844,4
6.8519850539221245,0.5028070993869911,0.175992526961062,2.188089676467256,0.07899906587013267,9.24007473038938,22.63988790441593,0.9957335637557612,3.3972022419116814,0.4456048574753097,9.3801027542854,4
6.904002547610585,0.8280223779095357,0.01564450105801299,3.899117621671494,0.08816010190442337,5.21777494709935,13.0,0.9969216010190443,3.4491994904778833,0.578710997883974,10.78222505290065,4
7.14637414385202,0.7644792685890454,0.5305998043090331,2.422082925643819,0.33373842649437885,36.40062683460282,76.82333659484945,0.9967640404843671,3.2338481225498716,1.2567830234893025,9.9378543908959,4
6.863023628353674,0.6319186356961396,0.02045739331639692,1.8630236283536747,0.06578526676456617,4.2922484759485275,8.292248475948528,0.9946497064032385,3.344612423797426,0.4226047256707349,10.546124237974263,4
6.643492634090052,0.8791031710369371,0.027309513110811534,5.39372933849555,0.08052460923720679,23.269048688918847,48.255560548287946,0.9961262635202676,3.581793657926126,0.5197302371873821,11.074443945171204,4
6.767063968123557,0.4874864233760584,0.1336511744988454,1.8784399468725947,0.08737703649359124,4.0,7.443120106254811,0.9943275407298717,3.3912567883119706,0.4869447776864897,10.956879893745189,4
6.490173246857719,0.630994036480645,0.08458960518853688,3.575376311312213,0.11181851738964288,13.639307012569125,31.0,0.9964393070125691,3.5018034649371543,0.6267168415082951,11.072138597486175,4
7.2123227618206665,0.5500299677972249,0.0,2.1157579286345003,0.07177371737737834,6.719193095448333,13.438386190896667,0.9956052507020551,3.3831515857269,0.55472737859035,10.563031714538,4
6.419166667731961,0.850130050377538,0.10880808085973144,1.4430050505373322,0.06005176768806625,34.9792929247735,99.62171718269293,0.9952621717182693,3.4962702018297405,0.7552323234389258,9.89792929247735,4
7.487996601142083,0.7833173371629545,0.25192929180501467,2.015058923495821,0.07608467989108651,10.548232295125366,63.30117846991642,0.9960501615869304,3.3818594333245087,0.49204713879665685,10.296944475362096,4
8.112938643732074,0.7448240532281394,0.5256459536285412,2.708233682374956,0.3515758684872156,22.11762403392794,68.0117624033928,0.9976482307467008,3.041412466965198,1.308233682374956,9.4,4
7.172800479849054,0.754578867280355,0.24080472281820192,2.024329397651498,0.07367435661061042,10.270118070455048,63.48658795302997,0.9957609227932732,3.43840932567414,0.4994635181211987,10.602870122499448,4
7.213131301022976,0.5858333383280223,0.03,2.034343494885118,0.07276010111604896,17.651515242327676,42.542929368606394,0.9956130303048466,3.392803033481469,0.48217171747442555,9.238888922186815,4
7.83136892176336,0.49136618794335335,0.09229842531018707,1.7099383976062126,0.06925154005984469,16.450308011968936,40.90061602393787,0.9956989445578456,3.344347707225217,0.4818323066267702,9.054969198803107,4
7.187930537097344,0.5326505076818576,0.0,2.1340520971769923,0.07073704782663713,6.78017365725664,13.56034731451328,0.9955107308312522,3.3868104194353985,0.5602156291530975,10.636208388707969,4
7.972138295512492,0.8436339095646354,0.01273218087072924,2.801079791560433,0.07710367026389603,5.0,13.726781912927077,0.9967819654261219,3.344589627836563,0.5772678191292707,11.0,4
8.916031520015697,0.7638501970000982,0.03540078800039244,1.6344940899970568,0.07868988179994113,4.229960599980378,13.770039400019622,0.9978528252160126,3.2957490149995095,0.5342509850004906,9.7,4
8.336240142623167,0.8529728313770963,0.01289921140985325,2.1710078859014676,0.07036240142623167,5.0,14.362401426231656,0.996660860645967,3.318550394295073,0.5698527600655137,10.898527600655136,4
7.440934886659176,0.7878900721779025,0.019406189692134826,1.7293745979475657,0.061884397112883835,4.0,8.0,0.9960558684867505,3.349406189692135,0.3441250804104869,9.559065113340823,4
9.317418941989708,0.5175537720418811,0.972602246869068,3.3119357935077187,0.5873479291078187,32.19569823664951,68.11935793507719,0.9995393335466387,2.7713117178639224,1.9442260025548888,9.42446227958119,4
7.720144052454058,0.8883801264941584,0.004901367065108915,3.0671850644073264,0.08975075699198615,27.838012649415845,63.940820239065346,0.9994596545607513,3.6183801264941584,0.6905917976093465,9.885773923639407,4
7.242275345672999,0.7115910961195,0.06156801349245005,3.362951365968501,0.07463413018509499,14.36817807761,28.052267116415003,0.9960487320606592,3.3973635615522,0.5010453423283,10.626133558207501,4
11.7769157377092,0.46803426958100885,0.4498286520949555,2.170061821507419,0.1318638757737685,34.0342695810089,50.60685391620178,0.9983088910091062,3.3151308961732937,0.802993817849258,9.841028087430267,4
7.481043569029662,1.1100613508787802,0.09930160517477701,3.0840366897091886,0.08594013758640945,5.009977068931757,12.009977068931757,0.995791818803476,3.541197248271811,0.6001995413786351,11.189025224175067,4
7.1,0.6163729470547792,0.007912051192150224,3.070325631136525,0.07847247422861783,6.2087948807849775,13.60439744039249,0.9958939526840818,3.403956025596075,0.5760439744039249,10.939560255960751,4
7.317674270177104,0.5953565161704095,0.12165895678315385,2.378449513451403,0.07137055352034563,4.696123783628507,8.392247567257014,0.9958034104321685,3.3982325729822893,0.5591162864911449,11.051938108185746,4
5.930169926317481,0.6434594421330841,0.0247867906370924,1.5695094581721012,0.08069509458172101,6.0,12.826226354569746,0.9952823661430487,3.604392433462319,0.5974094260940671,10.030490541827898,4
6.822088013199712,0.7705608541188196,0.08337359604008637,3.5024157624051826,0.06645383907602016,14.337359604008638,29.44176026399424,0.9951428127419213,3.4320880131997122,0.5001207881202592,11.166264039599136,4
6.6254898211716595,0.6343789225077191,0.004182994039055314,2.660129344296085,0.096,3.4182994039055314,13.0,0.9958690840737924,3.5760785625899194,0.6095425149023617,11.395425149023618,4
8.157483468684024,0.657185433585503,0.2272211977973254,2.0287417343420118,0.08228980162420829,11.85509918789586,42.85748346868402,0.9973149669373681,3.3185509918789586,0.5228741734342012,9.171496693736804,4
10.46510572026407,0.7451170709801948,0.4070985041212464,1.6827436831092504,0.07786663230408179,6.403919547298929,24.788241358103214,0.9972192975741188,3.1467447139867963,0.5474904588511392,10.238432181080428,4
7.3,0.545731302220044,0.03448213266895392,1.6085373955599123,0.07189328255550109,17.234778377897584,42.128060933398686,0.995603414958224,3.371280609333987,0.4812806093339868,9.021343488899781,4
8.02802205147623,0.6595211843480678,0.7321193260517098,2.8419152626077286,0.45234106168668337,34.51138131826522,73.46467789913817,0.9979815542615624,3.021832792383097,1.5758555995818737,9.706946605565749,4
8.878168642077329,0.7871831357922671,0.03168132407789984,1.7663735184420033,0.07578168642077329,4.277289197403339,14.0,0.9976395240433756,3.2983186759221,0.5510915678961336,10.06047595662434,4
7.227975613392778,0.998594097248221,0.20001424416428007,1.866714147214267,0.12066001939000263,7.0,21.444760981428445,0.9953446185397856,3.353314341114293,0.47388809754642885,9.922238049071423,4
8.656097885026641,0.566951223562833,0.22493907097257976,1.811890294535413,0.07115243882185834,15.728658232787524,44.11890294535413,0.9970832320617479,3.340335358765042,0.513902447125666,9.254268353442495,4
8.426073535976379,0.8396158750567465,0.03631273468827856,3.388929146175376,0.09407320183286685,26.0,60.11070853824624,1.0000906686131026,3.5592408080029525,0.708883856728078,9.785178475637437,4
6.9879132531520725,0.965031738423107,0.07073790018011844,2.295292254953257,0.06697963511707698,4.26844750450296,11.26844750450296,0.9958877862994596,3.5326844750450297,0.6292620998198816,10.980534251350889,4
7.828693135599924,0.8539305805113951,0.08195214406291307,1.83056008474289,0.06370454915200605,3.8981330508570333,8.101866949142966,0.9971989813305085,3.356943991525711,0.35444806779431204,9.22224033897156,4
7.968811153702779,0.994867141863663,0.12734731729932874,2.943729615432407,0.08932074567206134,5.195337980709491,12.390675961418982,0.996190675961419,3.500932403858102,0.5843729615432407,10.96559442314861,4
6.617858168746614,0.8534557767466722,0.11137609567999765,1.780672510293321,0.06784035061759924,26.724780864000465,80.2415936213335,0.9954939926708053,3.488287649173342,0.5323424701653316,9.881407170773354,4
9.711616151670553,0.41730091586057355,0.35216819310095593,1.7756636137980881,0.11186727724038238,32.48672772403824,49.68252289651434,0.9972181865103125,3.401957951724761,0.7194691089615295,9.943915903449522,4
8.503892722213864,0.8246107277786137,0.01764597708301988,2.0470804583396025,0.07203892722213864,4.745134097232671,14.0,0.9970313256735975,3.31235402291698,0.5698053638893068,10.668674326402472,4
6.434298682626378,0.7849773054038395,0.0,3.544434850203341,0.06554117125857092,12.971039521208676,21.31402634747245,0.9947124616406973,3.495990922161536,0.5567149341313189,11.602896047879133,4
6.58331115414566,0.9842133278973904,0.0,2.0298222267521746,0.08389466680256524,16.403555464956504,24.298222267521748,0.9948814511887998,3.5571955505726076,0.5365799979615214,10.961422185982602,4
7.99071221638702,0.719071221638702,0.0043715113445192124,2.237709319328847,0.07903281989496636,11.344273298322118,23.125697731096157,0.9976565081605056,3.334099130882548,0.5955168516800956,9.512569773109615,4
7.030799040578425,0.4543095282843923,0.2029402718361129,2.1871993603856166,0.09240807035758214,4.217998400964042,7.435996801928083,0.9949905972816389,3.4269200959421573,0.5734600479710787,11.29100079951798,4
7.822545218759616,0.8867603359372814,0.032112403124737766,1.8140826874982519,0.058140826874982426,4.0,8.211240312473777,0.9971098708000111,3.3719702843735138,0.3518281656222903,9.226744187484266,4
7.200741710128354,0.5806328030044876,0.21619378439152676,1.946267955404362,0.08338803866213079,8.537320445956379,23.0,0.9959309689219576,3.3599258289871647,0.4392535910808724,9.269772788170721,4
8.152517029132627,0.7562585145663131,0.0,2.342448912602121,0.0852013623306101,12.525170291326264,25.050340582652527,0.9978854693475613,3.3747482970867373,0.46,9.6,4
7.171312656811541,0.4707640641801236,0.006112513440989176,2.2025468806004125,0.06791687701614837,6.974531193995879,14.0,0.9952369829597908,3.3984718716397526,0.5784718716397527,10.877078074596291,4
7.100301424492732,0.8896985755072685,0.06801205697970926,3.0213865526665655,0.07101507122463657,9.596382906087221,30.198794302029075,0.9958415674073622,3.4579216296318895,0.4580421994289824,10.43855316243489,4
9.29477263199972,0.9453900305548424,0.17324486250320958,3.0363489305805187,0.10032448625032095,11.259750763871057,81.0647354864499,0.9996103334132898,3.4092199388903155,0.6296099694451577,10.806473548644991,4
6.852525949462605,0.9309819303643581,0.0,2.1534794304062794,0.08238608227837489,15.465205695937208,24.0,0.9954781214875333,3.5255386392293624,0.5223737025268698,10.708865822699906,4
8.00974437957944,0.7266154142342289,0.0,2.601537572973131,0.0796461656936916,11.94359023723715,23.774360948948598,0.9978051297354351,3.3839486833933994,0.4656409762762851,9.724101478078271,4
7.1655866630239515,0.76219206392572,0.5349912372626175,2.43123174429712,0.33632296776393633,36.35945715066296,76.75014604562304,0.9967905720584617,3.229227969129955,1.2637361256658113,9.932822540636584,4
7.5656301352310225,0.3556190990145024,0.25277067957841454,2.1277067957841456,0.06715324815494098,27.897834563372683,48.05108271831366,0.9958795335608539,3.41058856704081,0.5415324815494098,9.979566912674537,4
8.061081132289484,0.6967426496877563,0.21325735031224366,3.6995534041693245,0.08510857834374146,18.927614437505696,46.321269072917616,0.9969960141429149,3.362806103333637,0.5067873092708238,9.910411238543471,4
7.096340458991427,0.6655191213320729,0.4156085507897121,2.0740851147478567,0.10000596196384262,3.259148852521433,9.518297705042865,0.9968608809572979,3.381829770504287,0.5881404196765003,10.45548931151286,4
8.131860703682541,0.8202461591532629,0.009065892798236337,2.2,0.07242867872458553,4.813178559647268,13.906589279823633,0.9965944458862007,3.3480232160529098,0.5837364288070546,11.046705360088183,4
8.360183733658882,0.6609043360641044,0.2634843214223562,2.103167564929415,0.08314475746905801,11.095026947882443,42.778270454940966,0.9975537535520306,3.307465948056468,0.5287329740282342,9.203167564929414,4
6.7049253381065474,1.0222687828164299,0.08049253381065473,2.378805409704756,0.06704925338106547,18.80298647573811,31.852239856803582,0.9964189258074788,3.514582128082798,0.5675373309467263,11.004925338106547,4
6.964174220616559,0.7811421622671757,0.015472474020551977,3.9019721422607176,0.096,4.547247402055198,13.0,0.9966762818924695,3.4575390227842044,0.58131881494862,11.1131881494862,4
6.555090157226326,1.081728781446901,0.07896657861643451,1.5827506603767412,0.14524395314485367,6.4483289308217255,19.0,0.9945958047547125,3.4448328930821726,0.4689665786164345,9.744832893082172,4
5.841775367491646,1.0484791636923032,0.07405027115718979,1.9962137862207618,0.15161979092307584,7.708876837458231,19.17721920936456,0.9941559529042409,3.491139039531772,0.49417753674916465,10.154438418729116,4
6.594289853042255,0.747604635407326,0.07834260881746467,3.200556529047881,0.09890805822276033,13.222840587830978,31.0,0.996022840587831,3.5038857970608452,0.5767408705397175,11.155431882433804,4
6.512192464008513,0.6556555596895342,0.08326845215948925,3.4961071295693547,0.10908813446294444,13.551230143965949,31.0,0.996351230143966,3.50224384928017,0.6161476172759139,11.089753971206811,4
6.951764276039933,1.0746555896024486,0.06739489657713321,2.1,0.06185041310637032,11.963025517114334,31.443693794627993,0.9949035285520799,3.5026051034228667,0.4336974482885666,11.318656137651535,4
9.976240686930918,0.6102361552776691,0.4352433445427778,2.1,0.07333301381043962,13.285782754905798,46.0477103398744,0.9987428913774529,3.302380724150314,0.552857827549058,9.504771033987438,4
7.976719559425833,0.7640513971018453,0.014353742608339265,2.4711262492686306,0.08565079339138751,13.318972057963094,26.47845808694464,0.9973917157658072,3.376379441159262,0.46956916173889285,9.83922904347232,4
6.724825364222409,0.7024013024908766,0.03570755784708848,4.009049528653353,0.06109975664170275,10.470999143006097,20.396750642745427,0.995054570282808,3.4248724592927897,0.5480974807176372,11.561949614352745,4
7.756692056175215,0.434793881222017,0.4543307943824785,2.6789821711308353,0.0761592868452334,20.913995146951013,84.1974554278271,0.9975751653128714,3.33086004853049,0.6940763371651874,9.767837113653025,4
7.157684061899249,0.6759789460172659,0.011957892034531797,2.5063161948202306,0.06596841902589884,9.80421079654682,20.0,0.9958485892547971,3.282589511516555,0.8709051928978268,10.245474035510867,4
8.38445767731939,0.6170883717476916,0.8135903262444321,3.011646513009233,0.5002901399251084,33.74759069145845,72.10682789592613,0.9984737748877268,2.936118510930337,1.7048513498870175,9.613594417844922,4
7.798246607886746,0.688202064964608,0.005818721732389547,2.2,0.06874561651971688,5.836255653522091,14.0,0.9960602644250556,3.3534502261408834,0.58,10.958187217323896,4
7.00593112273517,0.5897034438632415,0.3653380104616529,1.9382759356126416,0.09944483420513774,3.323448128774717,8.676551871225284,0.9961452625440577,3.33,0.5053103742450565,10.332344812877473,4
8.488549954292733,0.8836260311920845,0.04221374885731831,1.670229147621972,0.07422137488573183,6.038166819024225,19.259541704756057,0.9962482441796171,3.2662595783817125,0.606106691043876,9.496183318097577,4
7.4502568029359635,0.7154654940414823,0.025516854628675024,1.3157624417962144,0.07988122089810717,8.842375582037857,19.921187791018927,0.9963029694775474,3.1960080289637536,1.032712674611357,9.247287325388642,4
8.986423797652908,0.7763576202347091,0.03574089241198407,1.6851821517603187,0.07686423797652908,4.141970252933865,14.0,0.9978154386711859,3.294259107588016,0.5456788101173546,9.884561328814023,4
6.614394019073792,0.5994443860125522,0.011515215259033908,1.623990031789654,0.07058334209811717,4.0,7.952019936420692,0.9939916668419623,3.335277806993724,0.3800758133516547,10.447980063579308,4
8.505253106644043,0.890155683461689,0.026420248531523322,2.035797514684767,0.07205253106644041,5.0,16.052531066440416,0.9964783266448245,3.311789875734238,0.5225291301396684,10.425291301396683,4
7.034298789798298,0.5249384412017379,0.2072314732968314,1.9206613522766611,0.08261984056829975,8.793386477233389,23.0,0.9958861573664841,3.3765701210201704,0.4341322704553322,9.148141423314142,4
7.019789579415745,0.9931004316978429,0.0630607368781342,2.730607368781342,0.07639579158831489,5.369392631218658,12.369392631218657,0.9961102898102236,3.558469631560933,0.6036939263121865,10.75672884253761,4
5.892131000654223,1.0259290413122957,0.1076120083933038,1.564043666884741,0.15759017495093322,7.320218334423705,19.64043666884741,0.9942962019593419,3.4823879916066964,0.47199454163940735,9.679918124591111,4
6.096913831850837,0.9428834792703196,0.06448411080958905,1.6984569159254186,0.14223146261118721,7.0,17.582450600532724,0.9943317065594753,3.4716490120106545,0.5083509879893455,10.1118608678828,4
7.9622974266608395,0.5215785869148821,0.3181959006687062,1.9643410383413458,0.07704510248328235,24.889358916630247,104.22551241641173,0.9972,3.227540514667832,0.9427061489969407,9.311064108336975,4
7.0782595791381935,0.6804358472109902,0.39391149496583244,2.0695648947845484,0.09756504318365615,3.304351052154516,9.608702104309032,0.9968034741637638,3.390870210430903,0.5913045736508161,10.48261063129271,4
8.423103726604033,0.6345049201441993,0.36143023069453534,2.0011001774573347,0.08879096628310637,14.98899822542665,54.91198580341321,0.997468152928046,3.3098899822542664,0.5698899822542665,10.391198580341321,4
8.522686988921885,0.6273320631923822,0.3415969516617174,2.2453739778437685,0.08869328252769529,15.613434944609422,52.23954274925761,0.9974960076208457,3.2946641263847645,0.5515969516617173,10.06261078046482,4
8.63614610632332,0.6313010061779686,0.2868916885058655,2.5706045488526463,0.08668916885058654,15.033753275879826,45.016876637939916,0.9976,3.276385389367668,0.5165541557470673,9.267229221264664,4
7.794980403520769,0.6115058789437693,0.2589960807041538,4.516715138317239,0.05414717409693665,3.414717409693665,10.414717409693665,0.9957678265265204,3.383679352423416,0.5931773927754933,11.543810849336968,4
7.5,0.7836678331915902,0.007963286997663932,1.995559443971967,0.08415926573995328,5.920367130023361,12.0,0.9966467377596215,3.355926573995328,0.4987596156974303,9.819449304964959,4
7.5,0.9966905727337215,0.06713627020381153,2.7056352424457386,0.08534272540407623,5.328637297961885,12.0,0.996102346314125,3.474272540407623,0.5638498972241927,10.707044053057173,4
6.879557706978904,0.40499101488213696,0.22364616558312328,2.065929511631507,0.09975134776767945,4.0,7.068140976736986,0.9945750269553535,3.4325044925589316,0.5656903948852329,11.331859023263014,4
6.8378497808965815,0.8351841016759854,0.07864506573102546,3.2187039438615277,0.06535051533723928,13.864506573102545,29.756995617931636,0.995073460964055,3.447849780896582,0.4859351971930764,11.213549342689745,4
6.5846388556116935,0.7959896815889055,0.0018316135981509185,2.1183161359815093,0.06183161359815092,5.816838640184908,13.183161359815092,0.9966509896815889,3.540546432849925,0.6045051592055473,10.183161359815092,4
6.374703147258319,0.7238538984595885,0.0,2.11941146080648,0.06135880225645359,6.194114608064798,13.1941146080648,0.9963546515261448,3.553118224467688,0.604176561758056,10.174703147258318,4
7.277935798196748,0.6664946498497291,0.052728339859747064,2.277935798196748,0.06071411802203967,4.753261997996386,8.753261997996386,0.9957376983152715,3.3676630998998194,0.5055871596393496,10.776630998998193,4
7.560482970078601,0.7555085209038164,0.1544914790961836,4.308977253817355,0.08314971596987278,20.233522686751478,46.53892044779191,0.9965868295581513,3.432454543293412,0.5046107955220809,10.323948850804634,4
5.898203937430299,0.7661178298044943,0.09049898620111127,2.0459081692737375,0.07185030413966662,10.163673229050499,66.08183661452524,0.9946170661913409,3.6024949310055563,0.581636732290505,11.098602263128289,4
6.983346409772725,0.9803981435986837,0.0809653940442583,2.6649232924401898,0.08436846234665071,5.271922942224881,12.271922942224881,0.9955770231873756,3.572630753066986,0.6054384588444977,10.90088476355263,4
6.489300472884933,0.6831871388628767,0.015958413586027377,1.6872211521863016,0.08187221152186303,6.0,12.531947119534246,0.9957944120120105,3.5102230782509585,0.559153125539452,9.912778847813698,4
7.7343452665727135,0.668232895803973,0.0052862105547726145,2.2,0.0685858631664318,5.9427578890454775,14.0,0.9959787902148802,3.357710315561819,0.58,10.952862105547727,4
6.911570238787633,0.76857914833567,0.0,1.9905276555711333,0.073136681331464,6.0,12.452638277855666,0.9966837889377715,3.4531595694639163,0.54431659334268,9.835791483356699,4
8.296989882584311,0.3778229734674691,0.2863716224457819,1.9072567551084363,0.08554864897831277,29.854864897831277,48.695574336686725,0.9963628310917951,3.4184070943885545,0.6141945959132511,9.976814188777109,4
6.831749863246376,0.8997946868136647,0.06045356947494823,2.022678473747412,0.05990928610501035,4.045356947494824,10.909286105010352,0.995938142778998,3.5231964578757764,0.6359178747254659,10.9,4
6.320571311249885,0.9192005748755637,0.018514180124896463,2.3908549137478143,0.09122852449995399,16.38286066250345,25.439991787491948,0.9948698828633722,3.5714858198751034,0.574685573499862,11.15885737750023,4
7.503168007366183,0.7076188002762319,0.0,3.171435991713044,0.07204752011049276,11.626980004603865,22.507920018415458,0.996823638014272,3.4061113996777297,0.49730199953961357,10.420643989871499,4
11.419840033258849,0.62495513072399,0.44702887260189483,1.7783651957007514,0.07289182597850374,6.0,26.378365195700752,0.9978456779167308,3.1090977368890775,0.5873878268099749,10.22342957533965,4
8.869133050382283,0.9508821541886158,0.14853030615122936,2.84412460339845,0.09785303061512293,11.397053854715393,78.45597676040754,0.9988757618772726,3.3982356916227685,0.6241178458113843,10.545597676040755,4
7.697331877046841,0.7023052218232344,0.02243329692617102,1.340554948769517,0.0722433296926171,8.675560409843865,19.918890102460967,0.9964724226348368,3.180544286680074,1.0280896655750182,9.232443959015614,4
7.902880775108591,0.7418725038205848,0.05913576746742242,2.979681259551462,0.08885442809768646,26.49279806222852,57.796812595514616,0.999143668350297,3.558112164710576,0.6756481743994331,9.849279806222853,4
7.427667178130328,0.7047875191798874,0.0,3.256374424603381,0.07091500767195492,11.579791986331456,22.31916794532582,0.9966773551576275,3.4094145609567983,0.5020208013668546,10.524457630070799,4
7.158860544934553,0.8402452522705606,0.019509495458878725,4.29208900095332,0.09472468819308469,5.0,13.049050454112127,0.9969852848637664,3.4055854591299086,0.5704905045411213,11.0,4
6.7332047431979545,0.8098071147969323,0.03996142295938647,1.8664094863959098,0.06300578655609203,4.0,9.998071147969323,0.9952654064833399,3.463204743197955,0.5498264033172391,10.733011857994887,4
6.706438916099232,0.5319447948605631,0.0851511328793857,1.7773981934987204,0.08070828077091553,4.0,7.645203613002559,0.9941941656154183,3.3690276025697186,0.4445072412694625,10.754796386997441,4
6.8039010957544415,0.46047252978007647,0.1631208766035529,1.9398351595907353,0.09142912053298852,4.0,7.32032968081853,0.9944085824106598,3.4047637351099618,0.5127307670281087,11.07967031918147,4
8.617830047911767,0.9149226105405885,0.03542640383294131,1.9457359616705872,0.07317830047911766,5.0,17.178300479117663,0.9963567435482553,3.307286798083529,0.49100758658470545,10.110075865847055,4
8.515043961997216,0.8557521980998608,0.2577370485238758,2.3433626413314776,0.0861314757380621,11.0,68.64095767901713,0.9976187604522607,3.324336264133148,0.5192414447235975,10.167888544283727,4
7.965831960057461,0.8232841843558389,0.1724299833572754,1.7877759467432814,0.08175551893486561,7.780560133141797,21.829159800287304,0.9963170840199713,3.224874794008619,0.7080708406082481,9.687775946743281,4
6.8297549300291545,0.5985122534985423,0.20677943702623885,1.791462441690962,0.08623161975218657,3.6170751166180763,8.382924883381923,0.9951968473733236,3.33,0.44658497667638475,10.361707511661809,4
7.122024596264285,0.7281438528924624,0.00596803269056392,1.820426230792481,0.08320426230792481,6.0,12.198934423018798,0.9963738541039473,3.403659015366015,0.5158614749924436,9.779573769207518,4
7.1224635514617685,0.9161098671837766,0.0,2.086575110680186,0.08559725332040559,15.268497786396278,24.865751106801863,0.9958547631481652,3.494767378251795,0.5110412001939163,10.50739911455851,4
8.129083330285392,0.8607462130910117,0.026439391168537885,3.3026439391168534,0.10958984706062846,26.158636347011228,61.2115151293483,1.0002328143957406,3.5772621235950575,0.7538424206957284,9.789424243532586,4
10.207867309106204,0.5772902149737119,0.39458042994742376,1.5756992834209602,0.0748653842352611,7.054195700525763,24.945804299474236,0.9971861189523056,3.1824475413894144,0.5402622436368735,9.925611934763408,4
9.519693589122951,0.835058340348953,0.21355215099025504,2.7874543440742277,0.09694018873781879,16.158279207795978,96.6389508660792,0.9997749086881483,3.342954038368443,0.7947483762338794,10.590736608928054,4
11.504443801038727,0.48092070845271684,0.42798722070201145,1.6464130109240467,0.1456076096722786,35.72698228868208,51.27301771131792,0.9984116003474391,3.386006389648994,0.8561777520415491,9.897269822886821,4
6.482910866601731,0.5943254289448052,0.16982011438528138,2.1495502859632034,0.07332461152564934,9.486508578896103,69.95502859632035,0.9953621913241428,3.5531479982575758,0.574865085788961,11.167538847435065,4
6.0079765828086495,0.7321935602723787,0.009601170859567519,1.9079765828086497,0.066400780573045,6.0,13.0,0.9961087352124373,3.6124027320056573,0.6132003902865225,10.032003902865226,4
8.860514953214908,0.7215331308314563,0.20622794392461008,2.091654672837958,0.0877849299057626,22.017644860311933,108.72389252439336,0.9983833093456759,3.2440772429822364,0.9705293458093581,9.785073831707109,4
6.426244721796409,0.3846705186651916,0.2977611449497526,10.787308770226495,0.058818418594220274,9.891799633793298,114.11194275251238,0.9959942792122864,3.2740546691080445,0.6637813235678214,11.055222898995051,4
7.08866246465601,0.768866246465601,0.04334303722902813,2.953255702167775,0.08386394957587212,20.798835532516623,62.15581432610742,0.9982706679665411,3.6866860744580565,0.6737674269557034,10.753546819038618,4
8.068869112495314,0.7154175012511383,0.2843129399989287,2.0,0.0885269558749933,14.290433812489956,57.838264750040175,0.9970242602874939,3.319460882500134,0.5770956618751004,10.163477937496653,4
7.637733709226502,0.6380417841332819,0.004481114243554185,2.2,0.06834433427306626,6.103777151289163,14.0,0.9958556104792639,3.3641510860515664,0.58,10.944811142435542,4
6.61984463604492,0.6124417385168452,0.09,3.9,0.09277136254382341,14.5496115901123,29.9007768197754,0.9959426059194249,3.450534956889893,0.5875582614831548,11.05496115901123,4
7.675411999358144,0.8423975499973255,0.015204900005348798,3.345078001176736,0.08353274001390688,5.0,13.47950999946512,0.9968561470001605,3.366844100048139,0.5747950999946512,11.0,4
9.738292010403503,0.606322314062782,0.44284664826307407,2.0637281909715957,0.07689164371539688,14.362718090284046,49.90174472227237,0.9985015151510312,3.3036271809028404,0.5636271809028405,9.890174472227237,4
8.734944025186298,0.6679723556225412,0.5772218410784536,3.3577221841078453,0.3926920263143252,29.46333104647072,65.61777472862762,0.999874805803299,3.10358921667253,1.4588439565804205,9.569111263568619,4
7.1315475360394425,0.943052741247564,0.07006800823758685,2.0,0.08718792505148491,12.281887577227376,65.8724496910905,0.9958191325463365,3.3462414989703015,0.5971811242277262,9.49396252574246,4
7.0815326459754315,0.5049706757844399,0.42153264597543144,2.1,0.10926130583901726,3.3948911800818955,8.210217639836209,0.9961751296671896,3.3734380298090083,0.5739489118008189,10.734380298090086,4
7.857864885635723,0.8506095915828201,0.23730892369621634,2.0,0.08099494580054994,11.142135114364276,63.568540457457104,0.996396342450503,3.298528106861857,0.4970562137237132,9.74314595425429,4
6.978319585561098,0.502377024446028,0.17986067799857478,1.8328689266619158,0.08088114877769852,9.0,22.66434463330958,0.9959227253294496,3.365385273109369,0.5027253294495911,9.066782768334521,4
6.75752296019011,1.0543807400475276,0.07424770398098898,2.2424770398098897,0.06527431119429669,16.986696393346143,31.71238519904945,0.9959968071344031,3.5171238519904944,0.5297339278669229,11.11504592038022,4
7.8622831787805705,0.7200798007518461,0.1899201992481539,3.9415683040932183,0.08433067330827179,19.44621779448547,46.407702965747575,0.9968335184243946,3.3904649490392247,0.5059229703425242,10.074635634920398,4
7.211283237160841,0.6966731213935315,0.0,3.499806358194054,0.06766924855741262,11.444552023225526,21.7782080929021,0.9962581112719991,3.4188813583742133,0.5155447976774474,10.821985548903843,4
